idA1,idA2,idP
12730,14286,14457
12730,165,14457
12730,14381,14457
12730,2595,14457
12730,3415,14457
12730,8032,14457
12730,12944,14457
12730,16479,14457
12730,14424,14457
14286,11415,14457
14286,14078,14457
14286,18001,14457
14286,12730,14457
14286,165,14457
14286,14381,14457
14286,2595,14457
14286,3415,14457
14286,8032,14457
14286,12944,14457
14286,16479,14457
14286,14424,14457
165,11415,14457
165,14078,14457
165,18001,14457
165,12730,14457
165,14286,14457
165,14381,14457
165,2595,14457
165,3415,14457
165,8032,14457
165,12944,14457
165,16479,14457
165,14424,14457
14381,11415,14457
14381,14078,14457
14381,18001,14457
14381,12730,14457
14381,14286,14457
14381,165,14457
14381,2595,14457
14381,3415,14457
14381,8032,14457
14381,12944,14457
14381,16479,14457
14381,14424,14457
2595,11415,14457
2595,14078,14457
2595,18001,14457
2595,12730,14457
2595,14286,14457
2595,165,14457
2595,14381,14457
2595,3415,14457
2595,8032,14457
2595,12944,14457
2595,16479,14457
2595,14424,14457
3415,11415,14457
3415,14078,14457
3415,18001,14457
3415,12730,14457
3415,14286,14457
3415,165,14457
3415,14381,14457
3415,2595,14457
3415,8032,14457
3415,12944,14457
3415,16479,14457
3415,14424,14457
8032,11415,14457
8032,14078,14457
8032,18001,14457
8032,12730,14457
8032,14286,14457
8032,165,14457
8032,14381,14457
8032,2595,14457
8032,3415,14457
8032,12944,14457
8032,16479,14457
8032,14424,14457
12944,11415,14457
12944,14078,14457
12944,18001,14457
12944,12730,14457
12944,14286,14457
12944,165,14457
12944,14381,14457
12944,2595,14457
12944,3415,14457
12944,8032,14457
12944,16479,14457
12944,14424,14457
16479,11415,14457
16479,14078,14457
16479,18001,14457
16479,12730,14457
16479,14286,14457
16479,165,14457
16479,14381,14457
16479,2595,14457
16479,3415,14457
16479,8032,14457
16479,12944,14457
16479,14424,14457
14424,11415,14457
14424,14078,14457
14424,18001,14457
14424,12730,14457
14424,14286,14457
14424,165,14457
14424,14381,14457
14424,2595,14457
14424,3415,14457
14424,8032,14457
14424,12944,14457
14424,16479,14457
10068,15101,14458
15101,10068,14458
7010,5965,14460
5965,7010,14460
16788,313,14461
313,16788,14461
16791,6815,14462
16791,1881,14462
16791,3822,14462
6815,16791,14462
6815,1881,14462
6815,3822,14462
1881,16791,14462
1881,6815,14462
1881,3822,14462
3822,16791,14462
3822,6815,14462
3822,1881,14462
2780,5517,14463
2780,8319,14463
2780,7150,14463
5517,2780,14463
5517,8319,14463
5517,7150,14463
8319,2780,14463
8319,5517,14463
8319,7150,14463
7150,2780,14463
7150,5517,14463
7150,8319,14463
18168,7548,14464
18168,17624,14464
18168,2195,14464
18168,6283,14464
7548,18168,14464
7548,17624,14464
7548,2195,14464
7548,6283,14464
17624,18168,14464
17624,7548,14464
17624,2195,14464
17624,6283,14464
2195,18168,14464
2195,7548,14464
2195,17624,14464
2195,6283,14464
6283,18168,14464
6283,7548,14464
6283,17624,14464
6283,2195,14464
18305,12039,14465
12039,18305,14465
17312,16208,14466
17312,558,14466
17312,10113,14466
16208,17312,14466
16208,558,14466
16208,10113,14466
558,17312,14466
558,16208,14466
558,10113,14466
10113,17312,14466
10113,16208,14466
10113,558,14466
5618,11635,14467
5618,6586,14467
5618,14423,14467
5618,17430,14467
11635,5618,14467
11635,6586,14467
11635,14423,14467
11635,17430,14467
6586,5618,14467
6586,11635,14467
6586,14423,14467
6586,17430,14467
14423,5618,14467
14423,11635,14467
14423,6586,14467
14423,17430,14467
17430,5618,14467
17430,11635,14467
17430,6586,14467
17430,14423,14467
17517,17049,14468
17517,18129,14468
17517,8574,14468
17517,11386,14468
17049,17517,14468
17049,18129,14468
17049,8574,14468
17049,11386,14468
18129,17517,14468
18129,17049,14468
18129,8574,14468
18129,11386,14468
8574,17517,14468
8574,17049,14468
8574,18129,14468
8574,11386,14468
11386,17517,14468
11386,17049,14468
11386,18129,14468
11386,8574,14468
8377,15232,14469
15232,8377,14469
18233,11381,14470
18233,11735,14470
18233,15575,14470
11381,18233,14470
11381,11735,14470
11381,15575,14470
11735,18233,14470
11735,11381,14470
11735,15575,14470
15575,18233,14470
15575,11381,14470
15575,11735,14470
9529,7313,14471
7313,9529,14471
5328,855,14473
5328,12068,14473
5328,13951,14473
5328,12400,14473
855,5328,14473
855,12068,14473
855,13951,14473
855,12400,14473
12068,5328,14473
12068,855,14473
12068,13951,14473
12068,12400,14473
13951,5328,14473
13951,855,14473
13951,12068,14473
13951,12400,14473
12400,5328,14473
12400,855,14473
12400,12068,14473
12400,13951,14473
4958,8096,14474
4958,3459,14474
4958,11255,14474
8096,4958,14474
8096,3459,14474
8096,11255,14474
3459,4958,14474
3459,8096,14474
3459,11255,14474
11255,4958,14474
11255,8096,14474
11255,3459,14474
18210,10946,14475
18210,13381,14475
18210,6223,14475
10946,18210,14475
10946,13381,14475
10946,6223,14475
13381,18210,14475
13381,10946,14475
13381,6223,14475
6223,18210,14475
6223,10946,14475
6223,13381,14475
8542,441,14476
8542,9985,14476
8542,2572,14476
8542,11042,14476
8542,4805,14476
8542,5959,14476
8542,10123,14476
441,8542,14476
441,9985,14476
441,2572,14476
441,11042,14476
441,4805,14476
441,5959,14476
441,10123,14476
9985,8542,14476
9985,441,14476
9985,2572,14476
9985,11042,14476
9985,4805,14476
9985,5959,14476
9985,10123,14476
2572,8542,14476
2572,441,14476
2572,9985,14476
2572,11042,14476
2572,4805,14476
2572,5959,14476
2572,10123,14476
11042,8542,14476
11042,441,14476
11042,9985,14476
11042,2572,14476
11042,4805,14476
11042,5959,14476
11042,10123,14476
4805,8542,14476
4805,441,14476
4805,9985,14476
4805,2572,14476
4805,11042,14476
4805,5959,14476
4805,10123,14476
5959,8542,14476
5959,441,14476
5959,9985,14476
5959,2572,14476
5959,11042,14476
5959,4805,14476
5959,10123,14476
10123,8542,14476
10123,441,14476
10123,9985,14476
10123,2572,14476
10123,11042,14476
10123,4805,14476
10123,5959,14476
5668,11226,14478
5668,11227,14478
11226,5668,14478
11226,11227,14478
11227,5668,14478
11227,11226,14478
14039,10613,14479
14039,13949,14479
14039,16139,14479
10613,14039,14479
10613,13949,14479
10613,16139,14479
13949,14039,14479
13949,10613,14479
13949,16139,14479
16139,14039,14479
16139,10613,14479
16139,13949,14479
10839,1450,14480
10839,4628,14480
10839,17624,14480
10839,12803,14480
10839,10685,14480
1450,10839,14480
1450,4628,14480
1450,17624,14480
1450,12803,14480
1450,10685,14480
4628,10839,14480
4628,1450,14480
4628,17624,14480
4628,12803,14480
4628,10685,14480
17624,10839,14480
17624,1450,14480
17624,4628,14480
17624,12803,14480
17624,10685,14480
12803,10839,14480
12803,1450,14480
12803,4628,14480
12803,17624,14480
12803,10685,14480
10685,10839,14480
10685,1450,14480
10685,4628,14480
10685,17624,14480
10685,12803,14480
13219,6597,14481
13219,10734,14481
13219,529,14481
6597,13219,14481
6597,10734,14481
6597,529,14481
10734,13219,14481
10734,6597,14481
10734,529,14481
529,13219,14481
529,6597,14481
529,10734,14481
11038,7242,14482
11038,14760,14482
11038,2108,14482
11038,13815,14482
11038,3912,14482
11038,13482,14482
7242,11038,14482
7242,14760,14482
7242,2108,14482
7242,13815,14482
7242,3912,14482
7242,13482,14482
14760,11038,14482
14760,7242,14482
14760,2108,14482
14760,13815,14482
14760,3912,14482
14760,13482,14482
2108,11038,14482
2108,7242,14482
2108,14760,14482
2108,13815,14482
2108,3912,14482
2108,13482,14482
13815,11038,14482
13815,7242,14482
13815,14760,14482
13815,2108,14482
13815,3912,14482
13815,13482,14482
3912,11038,14482
3912,7242,14482
3912,14760,14482
3912,2108,14482
3912,13815,14482
3912,13482,14482
13482,11038,14482
13482,7242,14482
13482,14760,14482
13482,2108,14482
13482,13815,14482
13482,3912,14482
2088,7836,14483
2088,15666,14483
2088,10600,14483
7836,2088,14483
7836,15666,14483
7836,10600,14483
15666,2088,14483
15666,7836,14483
15666,10600,14483
10600,2088,14483
10600,7836,14483
10600,15666,14483
3073,18082,14484
3073,10765,14484
3073,13482,14484
18082,3073,14484
18082,10765,14484
18082,13482,14484
10765,3073,14484
10765,18082,14484
10765,13482,14484
13482,3073,14484
13482,18082,14484
13482,10765,14484
10183,4187,14485
10183,3225,14485
10183,11843,14485
10183,12266,14485
4187,10183,14485
4187,3225,14485
4187,11843,14485
4187,12266,14485
3225,10183,14485
3225,4187,14485
3225,11843,14485
3225,12266,14485
11843,10183,14485
11843,4187,14485
11843,3225,14485
11843,12266,14485
12266,10183,14485
12266,4187,14485
12266,3225,14485
12266,11843,14485
12683,7307,14486
12683,7825,14486
12683,7920,14486
7307,12683,14486
7307,7825,14486
7307,7920,14486
7825,12683,14486
7825,7307,14486
7825,7920,14486
7920,12683,14486
7920,7307,14486
7920,7825,14486
15987,11974,14487
15987,1561,14487
11974,15987,14487
11974,1561,14487
1561,15987,14487
1561,11974,14487
16901,6094,14488
16901,5743,14488
6094,16901,14488
6094,5743,14488
5743,16901,14488
5743,6094,14488
15854,11129,14489
15854,2136,14489
15854,16844,14489
11129,15854,14489
11129,2136,14489
11129,16844,14489
2136,15854,14489
2136,11129,14489
2136,16844,14489
16844,15854,14489
16844,11129,14489
16844,2136,14489
5158,7071,14490
5158,11748,14490
5158,11058,14490
7071,5158,14490
7071,11748,14490
7071,11058,14490
11748,5158,14490
11748,7071,14490
11748,11058,14490
11058,5158,14490
11058,7071,14490
11058,11748,14490
14804,10765,14491
14804,14752,14491
14804,13482,14491
10765,14804,14491
10765,14752,14491
10765,13482,14491
14752,14804,14491
14752,10765,14491
14752,13482,14491
13482,14804,14491
13482,10765,14491
13482,14752,14491
9397,14257,14492
9397,8533,14492
14257,9397,14492
14257,8533,14492
8533,9397,14492
8533,14257,14492
13724,10183,14493
13724,14129,14493
13724,3225,14493
13724,12085,14493
10183,13724,14493
10183,14129,14493
10183,3225,14493
10183,12085,14493
14129,13724,14493
14129,10183,14493
14129,3225,14493
14129,12085,14493
3225,13724,14493
3225,10183,14493
3225,14129,14493
3225,12085,14493
12085,13724,14493
12085,10183,14493
12085,14129,14493
12085,3225,14493
12546,5910,14494
12546,10512,14494
12546,16737,14494
12546,7794,14494
5910,12546,14494
5910,10512,14494
5910,16737,14494
5910,7794,14494
10512,12546,14494
10512,5910,14494
10512,16737,14494
10512,7794,14494
16737,12546,14494
16737,5910,14494
16737,10512,14494
16737,7794,14494
7794,12546,14494
7794,5910,14494
7794,10512,14494
7794,16737,14494
4199,881,14495
4199,4772,14495
4199,13787,14495
881,4199,14495
881,4772,14495
881,13787,14495
4772,4199,14495
4772,881,14495
4772,13787,14495
13787,4199,14495
13787,881,14495
13787,4772,14495
801,10083,14496
801,3100,14496
10083,801,14496
10083,3100,14496
3100,801,14496
3100,10083,14496
1663,17131,14497
17131,1663,14497
12621,13226,14498
12621,17601,14498
12621,6956,14498
13226,12621,14498
13226,17601,14498
13226,6956,14498
17601,12621,14498
17601,13226,14498
17601,6956,14498
6956,12621,14498
6956,13226,14498
6956,17601,14498
11204,6807,14499
11204,7087,14499
11204,12141,14499
11204,460,14499
11204,3199,14499
6807,11204,14499
6807,7087,14499
6807,12141,14499
6807,460,14499
6807,3199,14499
7087,11204,14499
7087,6807,14499
7087,12141,14499
7087,460,14499
7087,3199,14499
12141,11204,14499
12141,6807,14499
12141,7087,14499
12141,460,14499
12141,3199,14499
460,11204,14499
460,6807,14499
460,7087,14499
460,12141,14499
460,3199,14499
3199,11204,14499
3199,6807,14499
3199,7087,14499
3199,12141,14499
3199,460,14499
10044,18301,14500
10044,6867,14500
18301,10044,14500
18301,6867,14500
6867,10044,14500
6867,18301,14500
8923,11020,14501
8923,1913,14501
8923,7785,14501
8923,13482,14501
11020,8923,14501
11020,1913,14501
11020,7785,14501
11020,13482,14501
1913,8923,14501
1913,11020,14501
1913,7785,14501
1913,13482,14501
7785,8923,14501
7785,11020,14501
7785,1913,14501
7785,13482,14501
13482,8923,14501
13482,11020,14501
13482,1913,14501
13482,7785,14501
3126,15808,14502
3126,12094,14502
15808,3126,14502
15808,12094,14502
12094,3126,14502
12094,15808,14502
12092,3006,14503
3006,12092,14503
10065,12113,14504
10065,16208,14504
10065,558,14504
10065,10417,14504
12113,10065,14504
12113,16208,14504
12113,558,14504
12113,10417,14504
16208,10065,14504
16208,12113,14504
16208,558,14504
16208,10417,14504
558,10065,14504
558,12113,14504
558,16208,14504
558,10417,14504
10417,10065,14504
10417,12113,14504
10417,16208,14504
10417,558,14504
4071,1224,14505
4071,3691,14505
4071,94,14505
1224,4071,14505
1224,3691,14505
1224,94,14505
3691,4071,14505
3691,1224,14505
3691,94,14505
94,4071,14505
94,1224,14505
94,3691,14505
3100,622,14506
3100,3435,14506
622,3100,14506
622,3435,14506
3435,3100,14506
3435,622,14506
457,10669,14507
457,7794,14507
457,5910,14507
10669,457,14507
10669,7794,14507
10669,5910,14507
7794,457,14507
7794,10669,14507
7794,5910,14507
5910,457,14507
5910,10669,14507
5910,7794,14507
17869,13884,14508
17869,15859,14508
17869,16599,14508
17869,6283,14508
13884,17869,14508
13884,15859,14508
13884,16599,14508
13884,6283,14508
15859,17869,14508
15859,13884,14508
15859,16599,14508
15859,6283,14508
16599,17869,14508
16599,13884,14508
16599,15859,14508
16599,6283,14508
6283,17869,14508
6283,13884,14508
6283,15859,14508
6283,16599,14508
1712,11608,14509
1712,3645,14509
1712,16874,14509
11608,1712,14509
11608,3645,14509
11608,16874,14509
3645,1712,14509
3645,11608,14509
3645,16874,14509
16874,1712,14509
16874,11608,14509
16874,3645,14509
2188,5934,14510
2188,17307,14510
2188,460,14510
2188,10417,14510
5934,2188,14510
5934,17307,14510
5934,460,14510
5934,10417,14510
17307,2188,14510
17307,5934,14510
17307,460,14510
17307,10417,14510
460,2188,14510
460,5934,14510
460,17307,14510
460,10417,14510
10417,2188,14510
10417,5934,14510
10417,17307,14510
10417,460,14510
6529,14656,14511
6529,8721,14511
6529,16010,14511
6529,675,14511
14656,6529,14511
14656,8721,14511
14656,16010,14511
14656,675,14511
8721,6529,14511
8721,14656,14511
8721,16010,14511
8721,675,14511
16010,6529,14511
16010,14656,14511
16010,8721,14511
16010,675,14511
675,6529,14511
675,14656,14511
675,8721,14511
675,16010,14511
13183,8964,14512
13183,564,14512
13183,16886,14512
8964,13183,14512
8964,564,14512
8964,16886,14512
564,13183,14512
564,8964,14512
564,16886,14512
16886,13183,14512
16886,8964,14512
16886,564,14512
4602,17468,14513
4602,2113,14513
4602,6906,14513
4602,5035,14513
4602,13058,14513
4602,5743,14513
4602,6942,14513
4602,2537,14513
17468,4602,14513
17468,2113,14513
17468,6906,14513
17468,5035,14513
17468,13058,14513
17468,5743,14513
17468,6942,14513
17468,2537,14513
2113,4602,14513
2113,17468,14513
2113,6906,14513
2113,5035,14513
2113,13058,14513
2113,5743,14513
2113,6942,14513
2113,2537,14513
6906,4602,14513
6906,17468,14513
6906,2113,14513
6906,5035,14513
6906,13058,14513
6906,5743,14513
6906,6942,14513
6906,2537,14513
5035,4602,14513
5035,17468,14513
5035,2113,14513
5035,6906,14513
5035,13058,14513
5035,5743,14513
5035,6942,14513
5035,2537,14513
13058,4602,14513
13058,17468,14513
13058,2113,14513
13058,6906,14513
13058,5035,14513
13058,5743,14513
13058,6942,14513
13058,2537,14513
5743,4602,14513
5743,17468,14513
5743,2113,14513
5743,6906,14513
5743,5035,14513
5743,13058,14513
5743,6942,14513
5743,2537,14513
6942,4602,14513
6942,17468,14513
6942,2113,14513
6942,6906,14513
6942,5035,14513
6942,13058,14513
6942,5743,14513
6942,2537,14513
2537,4602,14513
2537,17468,14513
2537,2113,14513
2537,6906,14513
2537,5035,14513
2537,13058,14513
2537,5743,14513
2537,6942,14513
4273,1165,14515
1165,4273,14515
12881,7037,14516
12881,9410,14516
12881,12506,14516
12881,3695,14516
12881,7355,14516
7037,12881,14516
7037,9410,14516
7037,12506,14516
7037,3695,14516
7037,7355,14516
9410,12881,14516
9410,7037,14516
9410,12506,14516
9410,3695,14516
9410,7355,14516
12506,12881,14516
12506,7037,14516
12506,9410,14516
12506,3695,14516
12506,7355,14516
3695,12881,14516
3695,7037,14516
3695,9410,14516
3695,12506,14516
3695,7355,14516
7355,12881,14516
7355,7037,14516
7355,9410,14516
7355,12506,14516
7355,3695,14516
10921,9852,14517
10921,17385,14517
10921,17032,14517
10921,9145,14517
9852,10921,14517
9852,17385,14517
9852,17032,14517
9852,9145,14517
17385,10921,14517
17385,9852,14517
17385,17032,14517
17385,9145,14517
17032,10921,14517
17032,9852,14517
17032,17385,14517
17032,9145,14517
9145,10921,14517
9145,9852,14517
9145,17385,14517
9145,17032,14517
10040,3768,14518
10040,8305,14518
10040,7861,14518
10040,7173,14518
10040,12313,14518
10040,1392,14518
3768,10040,14518
3768,8305,14518
3768,7861,14518
3768,7173,14518
3768,12313,14518
3768,1392,14518
8305,10040,14518
8305,3768,14518
8305,7861,14518
8305,7173,14518
8305,12313,14518
8305,1392,14518
7861,10040,14518
7861,3768,14518
7861,8305,14518
7861,7173,14518
7861,12313,14518
7861,1392,14518
7173,10040,14518
7173,3768,14518
7173,8305,14518
7173,7861,14518
7173,12313,14518
7173,1392,14518
12313,10040,14518
12313,3768,14518
12313,8305,14518
12313,7861,14518
12313,7173,14518
12313,1392,14518
1392,10040,14518
1392,3768,14518
1392,8305,14518
1392,7861,14518
1392,7173,14518
1392,12313,14518
17678,8349,14519
17678,4355,14519
17678,12678,14519
8349,17678,14519
8349,4355,14519
8349,12678,14519
4355,17678,14519
4355,8349,14519
4355,12678,14519
12678,17678,14519
12678,8349,14519
12678,4355,14519
17105,17192,14520
17105,1249,14520
17105,4156,14520
17105,2271,14520
17192,17105,14520
17192,1249,14520
17192,4156,14520
17192,2271,14520
1249,17105,14520
1249,17192,14520
1249,4156,14520
1249,2271,14520
4156,17105,14520
4156,17192,14520
4156,1249,14520
4156,2271,14520
2271,17105,14520
2271,17192,14520
2271,1249,14520
2271,4156,14520
943,10797,14521
943,11191,14521
943,14424,14521
943,2537,14521
10797,943,14521
10797,11191,14521
10797,14424,14521
10797,2537,14521
11191,943,14521
11191,10797,14521
11191,14424,14521
11191,2537,14521
14424,943,14521
14424,10797,14521
14424,11191,14521
14424,2537,14521
2537,943,14521
2537,10797,14521
2537,11191,14521
2537,14424,14521
7914,1209,14522
7914,4141,14522
7914,6247,14522
1209,7914,14522
1209,4141,14522
1209,6247,14522
4141,7914,14522
4141,1209,14522
4141,6247,14522
6247,7914,14522
6247,1209,14522
6247,4141,14522
13556,9386,14523
13556,1387,14523
13556,10957,14523
13556,8132,14523
13556,12793,14523
13556,10767,14523
13556,7842,14523
13556,149,14523
9386,13556,14523
9386,1387,14523
9386,10957,14523
9386,8132,14523
9386,12793,14523
9386,10767,14523
9386,7842,14523
9386,149,14523
1387,13556,14523
1387,9386,14523
1387,10957,14523
1387,8132,14523
1387,12793,14523
1387,10767,14523
1387,7842,14523
1387,149,14523
10957,13556,14523
10957,9386,14523
10957,1387,14523
10957,8132,14523
10957,12793,14523
10957,10767,14523
10957,7842,14523
10957,149,14523
8132,13556,14523
8132,9386,14523
8132,1387,14523
8132,10957,14523
8132,12793,14523
8132,10767,14523
8132,7842,14523
8132,149,14523
12793,13556,14523
12793,9386,14523
12793,1387,14523
12793,10957,14523
12793,8132,14523
12793,10767,14523
12793,7842,14523
12793,149,14523
10767,13556,14523
10767,9386,14523
10767,1387,14523
10767,10957,14523
10767,8132,14523
10767,12793,14523
10767,7842,14523
10767,149,14523
7842,13556,14523
7842,9386,14523
7842,1387,14523
7842,10957,14523
7842,8132,14523
7842,12793,14523
7842,10767,14523
7842,149,14523
149,13556,14523
149,9386,14523
149,1387,14523
149,10957,14523
149,8132,14523
149,12793,14523
149,10767,14523
149,7842,14523
16085,7016,14524
16085,11322,14524
16085,12761,14524
7016,16085,14524
7016,11322,14524
7016,12761,14524
11322,16085,14524
11322,7016,14524
11322,12761,14524
12761,16085,14524
12761,7016,14524
12761,11322,14524
3387,2457,14525
2457,3387,14525
7666,11283,14526
7666,12362,14526
7666,11197,14526
11283,7666,14526
11283,12362,14526
11283,11197,14526
12362,7666,14526
12362,11283,14526
12362,11197,14526
11197,7666,14526
11197,11283,14526
11197,12362,14526
10179,10423,14527
10179,4862,14527
10179,10812,14527
10179,6722,14527
10423,10179,14527
10423,4862,14527
10423,10812,14527
10423,6722,14527
4862,10179,14527
4862,10423,14527
4862,10812,14527
4862,6722,14527
10812,10179,14527
10812,10423,14527
10812,4862,14527
10812,6722,14527
6722,10179,14527
6722,10423,14527
6722,4862,14527
6722,10812,14527
5775,8548,14528
5775,16601,14528
5775,7628,14528
5775,3100,14528
5775,1374,14528
8548,5775,14528
8548,16601,14528
8548,7628,14528
8548,3100,14528
8548,1374,14528
16601,5775,14528
16601,8548,14528
16601,7628,14528
16601,3100,14528
16601,1374,14528
7628,5775,14528
7628,8548,14528
7628,16601,14528
7628,3100,14528
7628,1374,14528
3100,5775,14528
3100,8548,14528
3100,16601,14528
3100,7628,14528
3100,1374,14528
1374,5775,14528
1374,8548,14528
1374,16601,14528
1374,7628,14528
1374,3100,14528
11963,15160,14529
11963,13482,14529
15160,11963,14529
15160,13482,14529
13482,11963,14529
13482,15160,14529
482,4648,14530
482,8228,14530
4648,482,14530
4648,8228,14530
8228,482,14530
8228,4648,14530
13711,12750,14531
13711,15366,14531
12750,13711,14531
12750,15366,14531
15366,13711,14531
15366,12750,14531
11786,12878,14532
11786,11281,14532
11786,16874,14532
11786,675,14532
12878,11786,14532
12878,11281,14532
12878,16874,14532
12878,675,14532
11281,11786,14532
11281,12878,14532
11281,16874,14532
11281,675,14532
16874,11786,14532
16874,12878,14532
16874,11281,14532
16874,675,14532
675,11786,14532
675,12878,14532
675,11281,14532
675,16874,14532
7616,2846,14533
7616,15057,14533
7616,149,14533
2846,7616,14533
2846,15057,14533
2846,149,14533
15057,7616,14533
15057,2846,14533
15057,149,14533
149,7616,14533
149,2846,14533
149,15057,14533
347,6457,14534
347,4862,14534
6457,347,14534
6457,4862,14534
4862,347,14534
4862,6457,14534
13707,4006,14535
13707,6678,14535
13707,8365,14535
13707,10288,14535
4006,13707,14535
4006,6678,14535
4006,8365,14535
4006,10288,14535
6678,13707,14535
6678,4006,14535
6678,8365,14535
6678,10288,14535
8365,13707,14535
8365,4006,14535
8365,6678,14535
8365,10288,14535
10288,13707,14535
10288,4006,14535
10288,6678,14535
10288,8365,14535
1878,12353,14536
1878,6842,14536
12353,1878,14536
12353,6842,14536
6842,1878,14536
6842,12353,14536
11299,2012,14537
11299,561,14537
11299,8607,14537
2012,11299,14537
2012,561,14537
2012,8607,14537
561,11299,14537
561,2012,14537
561,8607,14537
8607,11299,14537
8607,2012,14537
8607,561,14537
1580,15995,14538
1580,5743,14538
15995,1580,14538
15995,5743,14538
5743,1580,14538
5743,15995,14538
2176,5765,14539
2176,17355,14539
2176,17150,14539
2176,561,14539
2176,16737,14539
5765,2176,14539
5765,17355,14539
5765,17150,14539
5765,561,14539
5765,16737,14539
17355,2176,14539
17355,5765,14539
17355,17150,14539
17355,561,14539
17355,16737,14539
17150,2176,14539
17150,5765,14539
17150,17355,14539
17150,561,14539
17150,16737,14539
561,2176,14539
561,5765,14539
561,17355,14539
561,17150,14539
561,16737,14539
16737,2176,14539
16737,5765,14539
16737,17355,14539
16737,17150,14539
16737,561,14539
16472,17430,14540
16472,15701,14540
17430,16472,14540
17430,15701,14540
15701,16472,14540
15701,17430,14540
11362,11099,14541
11099,11362,14541
3206,13739,14542
3206,5261,14542
3206,7812,14542
3206,10417,14542
3206,16874,14542
3206,8210,14542
13739,3206,14542
13739,5261,14542
13739,7812,14542
13739,10417,14542
13739,16874,14542
13739,8210,14542
5261,3206,14542
5261,13739,14542
5261,7812,14542
5261,10417,14542
5261,16874,14542
5261,8210,14542
7812,3206,14542
7812,13739,14542
7812,5261,14542
7812,10417,14542
7812,16874,14542
7812,8210,14542
10417,3206,14542
10417,13739,14542
10417,5261,14542
10417,7812,14542
10417,16874,14542
10417,8210,14542
16874,3206,14542
16874,13739,14542
16874,5261,14542
16874,7812,14542
16874,10417,14542
16874,8210,14542
8210,3206,14542
8210,13739,14542
8210,5261,14542
8210,7812,14542
8210,10417,14542
8210,16874,14542
1226,11843,14543
1226,3589,14543
1226,3599,14543
11843,1226,14543
11843,3589,14543
11843,3599,14543
3589,1226,14543
3589,11843,14543
3589,3599,14543
3599,1226,14543
3599,11843,14543
3599,3589,14543
1881,142,14544
1881,8721,14544
1881,3822,14544
142,1881,14544
142,8721,14544
142,3822,14544
8721,1881,14544
8721,142,14544
8721,3822,14544
3822,1881,14544
3822,142,14544
3822,8721,14544
11850,6906,14545
11850,8574,14545
11850,3623,14545
11850,15372,14545
11850,5751,14545
6906,11850,14545
6906,8574,14545
6906,3623,14545
6906,15372,14545
6906,5751,14545
8574,11850,14545
8574,6906,14545
8574,3623,14545
8574,15372,14545
8574,5751,14545
3623,11850,14545
3623,6906,14545
3623,8574,14545
3623,15372,14545
3623,5751,14545
15372,11850,14545
15372,6906,14545
15372,8574,14545
15372,3623,14545
15372,5751,14545
5751,11850,14545
5751,6906,14545
5751,8574,14545
5751,3623,14545
5751,15372,14545
6152,7290,14546
7290,6152,14546
16139,6751,14547
16139,5939,14547
6751,16139,14547
6751,5939,14547
5939,16139,14547
5939,6751,14547
12881,11815,14548
12881,16772,14548
12881,7037,14548
11815,12881,14548
11815,16772,14548
11815,7037,14548
16772,12881,14548
16772,11815,14548
16772,7037,14548
7037,12881,14548
7037,11815,14548
7037,16772,14548
14319,18081,14549
14319,16756,14549
14319,10770,14549
18081,14319,14549
18081,16756,14549
18081,10770,14549
16756,14319,14549
16756,18081,14549
16756,10770,14549
10770,14319,14549
10770,18081,14549
10770,16756,14549
7548,15626,14550
7548,18096,14550
7548,17624,14550
7548,6283,14550
7548,10685,14550
15626,7548,14550
15626,18096,14550
15626,17624,14550
15626,6283,14550
15626,10685,14550
18096,7548,14550
18096,15626,14550
18096,17624,14550
18096,6283,14550
18096,10685,14550
17624,7548,14550
17624,15626,14550
17624,18096,14550
17624,6283,14550
17624,10685,14550
6283,7548,14550
6283,15626,14550
6283,18096,14550
6283,17624,14550
6283,10685,14550
10685,7548,14550
10685,15626,14550
10685,18096,14550
10685,17624,14550
10685,6283,14550
7785,11020,14551
7785,3073,14551
7785,10765,14551
11020,7785,14551
11020,3073,14551
11020,10765,14551
3073,7785,14551
3073,11020,14551
3073,10765,14551
10765,7785,14551
10765,11020,14551
10765,3073,14551
16077,14547,14552
14547,16077,14552
17527,8676,14553
17527,9611,14553
17527,10730,14553
17527,12313,14553
8676,17527,14553
8676,9611,14553
8676,10730,14553
8676,12313,14553
9611,17527,14553
9611,8676,14553
9611,10730,14553
9611,12313,14553
10730,17527,14553
10730,8676,14553
10730,9611,14553
10730,12313,14553
12313,17527,14553
12313,8676,14553
12313,9611,14553
12313,10730,14553
10730,12661,14554
10730,10685,14554
10730,6247,14554
12661,10730,14554
12661,10685,14554
12661,6247,14554
10685,10730,14554
10685,12661,14554
10685,6247,14554
6247,10730,14554
6247,12661,14554
6247,10685,14554
12841,215,14555
12841,15372,14555
12841,4862,14555
12841,5106,14555
215,12841,14555
215,15372,14555
215,4862,14555
215,5106,14555
15372,12841,14555
15372,215,14555
15372,4862,14555
15372,5106,14555
4862,12841,14555
4862,215,14555
4862,15372,14555
4862,5106,14555
5106,12841,14555
5106,215,14555
5106,15372,14555
5106,4862,14555
6278,17828,14556
6278,9146,14556
6278,15879,14556
6278,16091,14556
6278,12703,14556
17828,6278,14556
17828,9146,14556
17828,15879,14556
17828,16091,14556
17828,12703,14556
9146,6278,14556
9146,17828,14556
9146,15879,14556
9146,16091,14556
9146,12703,14556
15879,6278,14556
15879,17828,14556
